"1446035787.821","haileysecretary","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035788.358","sddoba","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035788.52","en1am","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035788.842","steve1ellen","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035789.447","lluciz","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035789.582","elaabate","RT @jorgeramosnews: I'll see you tonight at 6 pm at the University of Chicago to talk about the election, immigration and journalism (Instiâ€¦"
"1446035790.075","ed1aniia","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035790.484","ttracyn","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035791.029","luci3322","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035792.328","milenangel","Bon Jovi - Let's Make It Baby - YouTube I heard @Harvard was a good university too https://t.co/jAW6fFl7Vt"
"1446035792.416","dbbmonica","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035792.582","PaulWassel3","RT @antonneousc: had a great ride and I wanna thank all coaches for recruiting, but I decided to commit to university of Florida"
"1446035792.637","MusMusMussy","RT @CoyneoftheRealm: I've had it. Sharpe quotes are offensive. Will lay waste to Pace follow up study by Thursday in blog post.  https://t.â€¦"
"1446035793.373","hkumi1","RT @patelroow: Photo: UCLA Center for Buddhist Studies Podcasts - UCLA Center for Buddhist Studies | Religion â€¦: UCLA... https://t.co/J8E3Iâ€¦"
"1446035794.716","gridironnow","RT @Keith247Sports: 4-* DE from Dooly Co, Ga. Having a big senior season. We've been telling readers for awhile it was headed this way. httâ€¦"
"1446035797.396","gloriawalthour","RT @twright55: @Hardeyaddra @HillaryClinton @StephenAtHome @colbertlateshow Read @CBS article about #Hillary's $300K speech: https://t.co/Câ€¦"
"1446035799.668","iamadaa10","RT @Google_Facts_1: If you make more than about $75,000 a year, money can buy happiness, according to a study carried out at Princeton Univâ€¦"
